commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison
CMD-Q1-00582,CLI0381,PRD0026,8,334.76,2678.08,2024/03/30,en_cours,Virement,Île-de-France
CMD-Q1-00583,CLI0023,PRD0086,9,74.32,668.88,2024-03-11,annulée,CB,Occitanie
CMD-Q1-00584,CLI0454,PRD0135,8,112.71,901.68,2024-01-25,livrée,CB,Île-de-France
CMD-Q1-00585,CLI0362,PRD0060,6,436.88,2621.28,2024-01-02,retournée,CB,Occitanie
CMD-Q1-00586,CLI0257,PRD0131,2,95.19,190.38,2024-01-17,retournée,CB,Occitanie
CMD-Q1-00587,CLI0178,PRD0114,9,61.01,549.09,2024-03-29,retournée,CB,Île-de-France
CMD-Q1-00588,CLI0445,PRD0034,8,36.63,293.04,2024-01-27,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00589,CLI0052,PRD0139,8,128.88,1031.04,2024-01-17,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00590,CLI0249,PRD0149,9,123.18,1108.62,2024-03-26,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-00591,CLI0213,PRD0104,1,81.27,81.27,2024-02-22,retournée,Virement,Île-de-France
CMD-Q1-00592,CLI0389,PRD0118,9,76.42,687.78,2024-02-06,livrée,Chèque,Occitanie
CMD-Q1-00593,CLI0174,PRD0042,9,126.36,1137.24,2024-03-13,livrée,Virement,Occitanie
CMD-Q1-00594,CLI0316,PRD0103,6,57.7,346.2,2024-02-15,livrée,Virement,Occitanie
CMD-Q1-00595,CLI0194,PRD0067,6,126.77,760.62,2024-02-21,livrée,Virement,PACA
CMD-Q1-00596,CLI0482,PRD0106,4,52.42,209.68,2024-01-04,livrée,PayPal,Auvergne-RA
CMD-Q1-00597,CLI0127,PRD0014,3,415.81,1247.43,2024-01-21,livrée,PayPal,Auvergne-RA
CMD-Q1-00598,CLI0129,PRD0104,2,81.27,162.54,2024-03-09,livrée,Chèque,Auvergne-RA
CMD-Q1-00599,CLI0113,PRD0005,5,95.95,479.75,2024-02-05,en_cours,Virement,Auvergne-RA
CMD-Q1-00600,CLI0056,PRD0078,2,217.49,434.98,2024-03-20,livrée,Virement,Île-de-France
CMD-Q1-00601,CLI0093,PRD0018,4,121.33,485.32,2024-02-21,livrée,CB,PACA
CMD-Q1-00602,CLI0432,PRD0088,2,793.25,1586.5,2024-02-02,livrée,CB,Auvergne-RA
CMD-Q1-00603,CLI0005,PRD0004,6,42.82,256.92,2024-02-10,livrée,CB,Occitanie
CMD-Q1-00604,CLI0010,PRD0082,3,36.44,109.32,2024-03-11,livrée,Virement,Auvergne-RA
CMD-Q1-00605,CLI0100,PRD0115,1,374.29,374.29,2024-03-01,livrée,CB,PACA
CMD-Q1-00606,CLI0009,PRD0110,5,126.57,632.85,2024-03-15,retournée,PayPal,Auvergne-RA
CMD-Q1-00607,CLI0409,PRD0092,9,159.37,1434.33,2024-03-15,annulée,PayPal,Occitanie
CMD-Q1-00608,CLI0330,PRD0028,2,-59.7,119.4,2024-03-26,livrée,PayPal,PACA
CMD-Q1-00609,CLI0137,PRD0070,4,28.37,113.48,2024-01-21,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-00610,CLI0263,PRD0105,4,408.15,1632.6,2024-03-12,annulée,Virement,PACA
CMD-Q1-00611,CLI0062,PRD0067,7,126.77,887.39,2024-01-03,retournée,CB,Auvergne-RA
CMD-Q1-00612,CLI0215,PRD0050,7,27.92,195.44,2024-01-04,annulée,CB,Occitanie
CMD-Q1-00613,CLI0211,PRD0039,1,29.83,29.83,2024-01-26,en_cours,Virement,Nouvelle-Aquitaine
CMD-Q1-00614,CLI0162,PRD0105,8,408.15,3265.2,2024-02-08,en_cours,CB,Île-de-France
CMD-Q1-00615,CLI0424,PRD0151,4,221.15,884.6,2024-01-05,livrée,CB,Île-de-France
CMD-Q1-00616,CLI0450,PRD0102,7,23.26,162.82,2024-02-01,livrée,PayPal,Auvergne-RA
CMD-Q1-00617,CLI0207,PRD0141,3,326.57,979.71,2024-02-15,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00618,CLI0307,PRD0015,3,80.47,241.41,2024-03-28,en_cours,Chèque,PACA
CMD-Q1-00619,CLI0412,PRD0131,3,95.19,285.57,2024-03-14,annulée,CB,PACA
CMD-Q1-00620,CLI0356,PRD0120,5,107.93,539.65,2024-01-21,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00621,CLI0290,PRD0086,1,74.32,74.32,2024-02-25,en_cours,PayPal,Nouvelle-Aquitaine
CMD-Q1-00622,CLI0128,PRD0030,1,43.58,43.58,2024-03-18,livrée,Virement,Auvergne-RA
CMD-Q1-00623,CLI0304,PRD0019,2,62.97,125.94,2024-03-19,livrée,Virement,Auvergne-RA
CMD-Q1-00624,CLI0086,PRD0102,8,23.26,186.08,2024-01-14,livrée,CB,Auvergne-RA
CMD-Q1-00625,CLI0381,PRD0144,6,212.05,1272.3,2024-03-13,livrée,Virement,Île-de-France
CMD-Q1-00626,CLI0201,PRD0055,6,45.75,274.5,2024-03-02,livrée,CB,Occitanie
CMD-Q1-00627,CLI0412,PRD0084,2,410.52,821.04,2024-03-17,en_cours,Virement,Auvergne-RA
CMD-Q1-00628,CLI0276,PRD0140,5,84.52,422.6,2024-03-22,livrée,CB,Occitanie
CMD-Q1-00629,CLI0090,PRD0122,2,108.11,216.22,2024-03-27,annulée,CB,Auvergne-RA
CMD-Q1-00630,CLI0443,PRD0029,7,149.76,1048.32,2024-02-14,livrée,CB,PACA
CMD-Q1-00631,CLI0117,PRD0043,0,100.34,602.04,2024-01-21,livrée,CB,Île-de-France
CMD-Q1-00632,CLI0069,PRD0136,9,54.7,492.3,2024-01-30,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00633,CLI0122,PRD0013,7,59.14,413.98,2024-01-16,livrée,CB,PACA
CMD-Q1-00634,CLI0276,PRD0046,3,69.9,209.7,2024-02-07,livrée,CB,Auvergne-RA
CMD-Q1-00635,CLI0299,PRD0117,8,69.72,557.76,2024-03-22,livrée,CB,Île-de-France
CMD-Q1-00636,CLI0148,PRD0142,8,137.33,1098.64,2024-03-29,retournée,CB,Occitanie
CMD-Q1-00637,CLI0308,PRD0113,3,82.62,247.86,2024-01-15,livrée,Virement,Auvergne-RA
CMD-Q1-00638,CLI0078,PRD0017,3,222.33,666.99,2024-03-18,livrée,Chèque,Occitanie
CMD-Q1-00639,CLI0406,PRD0076,8,211.08,1688.64,2024-01-16,annulée,CB,Île-de-France
CMD-Q1-00640,CLI0179,PRD0079,4,400.46,1601.84,2024-03-12,livrée,CB,PACA
CMD-Q1-00641,CLI0335,PRD0131,6,95.19,571.14,2024-02-16,livrée,CB,Île-de-France
CMD-Q1-00642,CLI0142,PRD0049,4,65.78,263.12,2024-02-15,annulée,Virement,Auvergne-RA
CMD-Q1-00643,CLI0228,PRD0061,8,75.83,,2024-03-29,en_cours,PayPal,Auvergne-RA
CMD-Q1-00644,CLI0148,PRD0087,3,72.84,218.52,2024-02-09,livrée,CB,Auvergne-RA
CMD-Q1-00645,CLI0446,PRD0010,9,81.94,737.46,2024-01-26,livrée,CB,Île-de-France
CMD-Q1-00646,CLI0085,PRD0079,3,400.46,1201.38,2024-01-10,livrée,CB,Auvergne-RA
CMD-Q1-00647,CLI0215,PRD0041,4,48.15,192.6,2024-03-22,retournée,Virement,Auvergne-RA
CMD-Q1-00648,CLI0344,PRD0062,1,51.87,51.87,2024-01-24,en_cours,CB,PACA
CMD-Q1-00649,CLI0028,PRD0148,4,70.91,283.64,2024-01-14,livrée,CB,Île-de-France
CMD-Q1-00650,CLI0311,PRD0077,7,151.78,1062.46,2024-01-10,livrée,Chèque,Auvergne-RA
CMD-Q1-00651,CLI0156,PRD0071,1,90.96,90.96,2024-01-13,en_cours,Virement,Nouvelle-Aquitaine
CMD-Q1-00652,CLI0309,PRD0029,4,149.76,599.04,2024-01-29,livrée,CB,PACA
CMD-Q1-00653,CLI0372,PRD0107,1,101.48,101.48,2024-01-15,livrée,CB,Auvergne-RA
CMD-Q1-00654,CLI0380,PRD0110,6,126.57,759.42,2024-03-07,livrée,CB,Occitanie
CMD-Q1-00655,CLI0432,PRD0015,8,80.47,643.76,2024-02-18,livrée,CB,Occitanie
CMD-Q1-00656,CLI0026,PRD0055,8,45.75,366.0,2024-01-25,livrée,Chèque,Nouvelle-Aquitaine
CMD-Q1-00657,CLI0045,PRD0009,8,58.82,470.56,2024-01-14,en_cours,CB,Occitanie
CMD-Q1-00658,CLI0260,PRD0006,6,79.23,475.38,2024-02-12,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00659,CLI0250,PRD0035,3,17.54,52.62,2024-02-26,annulée,CB,PACA
CMD-Q1-00660,CLI0063,PRD0142,4,137.33,549.32,2024-02-05,livrée,CB,Occitanie
CMD-Q1-00661,CLI0143,PRD0030,1,43.58,43.58,2024-03-10,livrée,CB,Île-de-France
CMD-Q1-00662,CLI0149,PRD0030,3,43.58,130.74,2024-01-06,annulée,Chèque,Île-de-France
CMD-Q1-00663,CLI0161,PRD0040,7,71.91,503.37,2024-03-03,livrée,Virement,Auvergne-RA
CMD-Q1-00664,CLI0490,PRD0136,2,54.7,109.4,2024-03-20,en_cours,Chèque,Île-de-France
CMD-Q1-00665,CLI0296,PRD0118,8,76.42,611.36,2024-02-25,annulée,Chèque,Auvergne-RA
CMD-Q1-00666,CLI0452,PRD0093,2,62.68,125.36,2024-02-19,livrée,CB,PACA
CMD-Q1-00667,CLI0420,PRD0051,6,10.76,64.56,2024-02-21,retournée,CB,Île-de-France
CMD-Q1-00668,CLI0354,PRD0003,1,83.45,83.45,2024-02-09,livrée,CB,Auvergne-RA
CMD-Q1-00669,CLI0190,PRD0103,9,57.7,519.3,2024-01-26,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00670,CLI0163,PRD0044,5,146.42,732.1,2024-03-11,livrée,CB,Auvergne-RA
CMD-Q1-00671,CLI0331,PRD0112,2,79.76,159.52,2024-02-26,livrée,Virement,Auvergne-RA
CMD-Q1-00672,CLI0181,PRD0018,4,121.33,485.32,2024-03-03,livrée,Chèque,PACA
CMD-Q1-00673,CLI0260,PRD0019,5,62.97,314.85,2024-03-17,livrée,Virement,Occitanie
CMD-Q1-00674,CLI0086,PRD0021,1,78.18,78.18,2024-01-15,livrée,CB,Île-de-France
CMD-Q1-00675,CLI0127,PRD0054,2,124.37,248.74,2024-02-16,annulée,CB,Occitanie
CMD-Q1-00676,CLI0337,PRD0143,2,104.0,208.0,2024-03-09,en_cours,PayPal,Auvergne-RA
CMD-Q1-00677,CLI0013,PRD0062,7,51.87,363.09,2024-01-09,retournée,Virement,Nouvelle-Aquitaine
CMD-Q1-00678,CLI0356,PRD0145,1,54.52,54.52,2024-01-14,en_cours,CB,Île-de-France
CMD-Q1-00679,CLI0260,PRD0093,8,62.68,501.44,2024-02-07,livrée,Virement,Occitanie
CMD-Q1-00680,CLI0183,PRD0008,4,308.27,1233.08,2024-03-06,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00681,CLI0090,PRD0047,5,68.36,341.8,2024-03-11,livrée,Chèque,Auvergne-RA
CMD-Q1-00682,CLI0046,PRD0065,5,352.58,1762.9,2024-01-18,livrée,CB,Auvergne-RA
CMD-Q1-00683,CLI0478,PRD0134,3,487.38,1462.14,2024-03-03,annulée,CB,Occitanie
CMD-Q1-00684,CLI0189,PRD0089,8,93.09,744.72,2024-01-01,livrée,Chèque,Occitanie
CMD-Q1-00685,CLI0067,PRD0144,4,212.05,848.2,2024-02-18,livrée,Virement,Île-de-France
CMD-Q1-00686,CLI0205,PRD0004,9,42.82,385.38,2024-03-08,livrée,Virement,Île-de-France
CMD-Q1-00687,CLI0137,PRD0055,9,45.75,411.75,2024-01-17,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00688,CLI0435,PRD0147,7,56.16,393.12,2024-01-19,en_cours,CB,Occitanie
CMD-Q1-00689,CLI0187,PRD0108,2,100.76,201.52,2024-02-17,livrée,CB,Occitanie
CMD-Q1-00690,CLI0311,PRD0136,8,54.7,437.6,2024-03-28,livrée,Virement,Occitanie
CMD-Q1-00691,CLI0288,PRD0076,6,211.08,1266.48,2024-02-21,livrée,CB,PACA
CMD-Q1-00692,CLI0418,PRD0053,3,79.12,237.36,2024-01-03,en_cours,Virement,Nouvelle-Aquitaine
CMD-Q1-00693,CLI0428,PRD0088,5,793.25,3966.25,2024-03-28,livrée,Virement,Île-de-France
CMD-Q1-00694,CLI0084,PRD0069,9,106.11,954.99,2024-01-29,en_cours,Virement,Nouvelle-Aquitaine
CMD-Q1-00695,CLI0395,PRD0133,4,55.03,220.12,2024-01-15,retournée,CB,Auvergne-RA
CMD-Q1-00696,CLI0489,PRD0121,3,34.92,104.76,2024-03-09,en_cours,CB,Île-de-France
CMD-Q1-00697,CLI0294,PRD0142,2,137.33,274.66,2024-02-09,en_cours,Virement,Occitanie
CMD-Q1-00698,CLI0159,PRD0114,3,61.01,183.03,2024-02-02,livrée,Virement,Occitanie
CMD-Q1-00699,CLI0373,PRD0032,2,109.17,218.34,2024-02-08,en_cours,CB,PACA
CMD-Q1-00700,CLI0323,PRD0018,8,121.33,970.64,2024-03-02,en_cours,Virement,PACA
CMD-Q1-00701,CLI0115,PRD0073,3,200.41,601.23,2024-02-20,livrée,Virement,PACA
CMD-Q1-00702,CLI0227,PRD0009,3,58.82,176.46,2024-01-23,annulée,CB,Auvergne-RA
CMD-Q1-00703,CLI0483,PRD0002,8,135.96,1087.68,2024-03-23,livrée,CB,Occitanie
CMD-Q1-00704,CLI0395,PRD0025,3,111.14,333.42,2024-03-14,annulée,CB,Occitanie
CMD-Q1-00705,CLI0298,PRD0085,1,181.81,181.81,2024-01-01,retournée,Virement,Nouvelle-Aquitaine
CMD-Q1-00706,CLI0075,PRD0118,4,76.42,305.68,2024-01-06,en_cours,CB,Auvergne-RA
CMD-Q1-00707,CLI0066,PRD0010,4,81.94,327.76,2024-01-08,annulée,Chèque,PACA
CMD-Q1-00708,CLI0149,PRD0058,2,118.62,237.24,2024-01-21,livrée,Virement,Auvergne-RA
CMD-Q1-00709,CLI0008,PRD0027,7,45.84,320.88,2024-03-13,livrée,CB,Auvergne-RA
CMD-Q1-00710,CLI0272,PRD0013,4,59.14,236.56,2024-03-20,livrée,CB,Auvergne-RA
CMD-Q1-00711,CLI0055,PRD0127,3,63.31,189.93,2024-02-24,en_cours,CB,Occitanie
CMD-Q1-00712,CLI0180,PRD0119,1,496.56,496.56,2024-02-10,livrée,CB,Auvergne-RA
CMD-Q1-00713,CLI0045,PRD0128,5,99.94,499.7,2024-03-30,retournée,CB,Occitanie
CMD-Q1-00714,CLI0113,PRD0116,3,52.36,157.08,2024-01-31,livrée,Virement,PACA
CMD-Q1-00715,CLI0190,PRD0038,9,45.83,412.47,2024-03-19,livrée,CB,PACA
CMD-Q1-00716,CLI0100,PRD0115,9,374.29,3368.61,2024-02-23,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00717,CLI9932,PRD0105,9,408.15,,2024-01-29,livrée,CB,Île-de-France
CMD-Q1-00718,CLI0004,PRD0110,6,126.57,759.42,2024-03-27,livrée,PayPal,Île-de-France
CMD-Q1-00719,CLI0322,PRD0047,2,68.36,136.72,2024-02-18,livrée,PayPal,Auvergne-RA
CMD-Q1-00720,CLI0376,PRD0075,9,71.64,644.76,2024-03-27,livrée,CB,PACA
CMD-Q1-00721,CLI0099,PRD0110,6,126.57,759.42,2024-03-14,livrée,PayPal,Auvergne-RA
CMD-Q1-00722,CLI0347,PRD0152,5,499.98,2499.9,2024-02-17,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00723,CLI0302,PRD0150,7,81.48,570.36,2024-01-30,livrée,CB,Occitanie
CMD-Q1-00724,CLI0328,PRD0022,2,235.27,470.54,2024-03-27,livrée,Virement,PACA
CMD-Q1-00725,CLI0115,PRD0135,1,112.71,112.71,2024-01-01,livrée,CB,PACA
CMD-Q1-00726,CLI0169,PRD0101,8,52.8,422.4,2024-01-12,livrée,Virement,Île-de-France
CMD-Q1-00727,CLI0218,PRD0136,9,54.7,492.3,2024-03-15,livrée,Virement,Île-de-France
CMD-Q1-00728,CLI0381,PRD0005,5,95.95,479.75,2024-02-04,livrée,CB,Île-de-France
CMD-Q1-00729,CLI0399,PRD0124,9,55.52,499.68,2024-01-06,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00730,CLI0460,PRD0074,9,101.69,,2024-02-10,en_cours,CB,Île-de-France
CMD-Q1-00731,CLI0463,PRD0036,2,211.79,423.58,2024-01-19,livrée,CB,PACA
CMD-Q1-00732,CLI0496,PRD0051,1,10.76,10.76,2024-02-12,annulée,Virement,Auvergne-RA
CMD-Q1-00733,CLI0165,PRD0010,1,81.94,81.94,2024-03-27,livrée,Virement,Auvergne-RA
CMD-Q1-00734,CLI0229,PRD0134,8,487.38,3899.04,2024-03-06,livrée,CB,Occitanie
CMD-Q1-00735,CLI0450,PRD0020,2,304.72,609.44,2024-02-05,en_cours,CB,Occitanie
CMD-Q1-00736,CLI0440,PRD0123,5,71.91,359.55,2024-01-31,en_cours,CB,Auvergne-RA
CMD-Q1-00737,CLI0147,PRD0041,2,48.15,96.3,2024-01-04,livrée,CB,Auvergne-RA
CMD-Q1-00738,CLI0441,PRD0026,2,334.76,669.52,2024-03-09,livrée,CB,Auvergne-RA
CMD-Q1-00739,CLI0325,PRD0112,7,79.76,558.32,2024-03-03,en_cours,PayPal,PACA
CMD-Q1-00740,CLI0078,PRD0139,5,128.88,644.4,2024-01-23,livrée,PayPal,Nouvelle-Aquitaine
CMD-Q1-00741,CLI0405,PRD0094,7,167.61,1173.27,2024-02-16,livrée,CB,Occitanie
CMD-Q1-00742,CLI0173,PRD0084,4,410.52,1642.08,2024-02-24,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-00743,CLI0444,PRD0072,4,121.78,487.12,2024-03-13,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00744,CLI0445,PRD0038,2,45.83,91.66,2024-03-27,livrée,PayPal,Nouvelle-Aquitaine
CMD-Q1-00745,CLI0072,PRD0008,1,308.27,308.27,2024-01-19,livrée,CB,PACA
CMD-Q1-00746,CLI0243,PRD0003,4,83.45,333.8,2024-03-09,livrée,Virement,Occitanie
CMD-Q1-00747,CLI0112,PRD0007,9,290.01,2610.09,2024-02-17,en_cours,Chèque,Île-de-France
CMD-Q1-00748,CLI0097,PRD0145,1,54.52,54.52,2024-01-20,annulée,Chèque,PACA
CMD-Q1-00749,CLI0487,PRD0021,1,78.18,78.18,2024-01-24,livrée,Virement,Auvergne-RA
CMD-Q1-00750,CLI0230,PRD0037,5,48.24,241.2,2024-03-23,livrée,CB,Occitanie
CMD-Q1-00751,CLI0426,PRD0073,5,200.41,1002.05,2024-02-11,livrée,Virement,Occitanie
CMD-Q1-00752,CLI0437,PRD0119,9,496.56,4469.04,2024-02-02,,Chèque,Nouvelle-Aquitaine
CMD-Q1-00753,CLI0224,PRD0125,8,31.95,255.6,2024-01-29,annulée,CB,PACA
CMD-Q1-00754,CLI0254,PRD0132,5,66.14,330.7,2024-01-02,en_cours,CB,Occitanie
CMD-Q1-00755,CLI0278,PRD0068,1,12.48,12.48,2024-02-01,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-00756,CLI0058,PRD0072,4,121.78,487.12,2024-01-19,livrée,CB,Île-de-France
CMD-Q1-00757,CLI0142,PRD0047,6,68.36,410.16,2024-01-07,livrée,CB,Auvergne-RA
CMD-Q1-00758,CLI0004,PRD0069,9,106.11,954.99,2024-02-26,livrée,Virement,Auvergne-RA
CMD-Q1-00759,CLI0275,PRD0105,2,408.15,816.3,2024-03-06,livrée,CB,Occitanie
CMD-Q1-00760,CLI0042,PRD0110,1,126.57,126.57,2024-03-12,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00761,CLI0142,PRD0052,1,118.68,118.68,2024-01-29,livrée,CB,Occitanie
CMD-Q1-00762,CLI0135,PRD0129,4,124.46,497.84,2024-01-17,livrée,Chèque,Île-de-France
CMD-Q1-00763,CLI0213,PRD0151,5,221.15,,2024-03-30,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-00764,CLI0365,PRD0006,2,79.23,158.46,2024-02-18,livrée,Virement,Île-de-France
CMD-Q1-00765,CLI0173,PRD0017,1,222.33,222.33,2024-03-18,livrée,Chèque,PACA
CMD-Q1-00766,CLI0195,PRD0037,4,48.24,192.96,2024-02-05,livrée,PayPal,Nouvelle-Aquitaine
CMD-Q1-00767,CLI0172,PRD0143,9,104.0,936.0,2024-02-27,livrée,Virement,Nouvelle-Aquitaine
CMD-Q1-00768,CLI0206,PRD0067,3,126.77,380.31,2024-01-18,retournée,CB,Auvergne-RA
CMD-Q1-00769,CLI0159,PRD0053,7,79.12,553.84,2024-01-18,livrée,CB,PACA
CMD-Q1-00770,CLI0406,PRD0146,1,30.77,30.77,2024-03-01,retournée,CB,PACA
CMD-Q1-00771,CLI0161,PRD0097,9,149.62,1346.58,2024-03-30,retournée,CB,Occitanie
CMD-Q1-00772,CLI0201,PRD0028,9,59.7,537.3,2024-01-02,livrée,CB,Île-de-France
CMD-Q1-00773,CLI0220,PRD0112,6,79.76,,2024-02-19,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-00774,CLI0312,PRD0025,5,111.14,555.7,2024-03-30,en_cours,Chèque,Île-de-France
CMD-Q1-00775,CLI0038,PRD0107,3,101.48,304.44,2024-01-06,livrée,Chèque,Occitanie
CMD-Q1-00776,CLI0145,PRD0024,4,20.71,82.84,2024-03-29,annulée,Virement,Nouvelle-Aquitaine
CMD-Q1-00777,CLI0460,PRD0047,6,68.36,410.16,2024-01-25,en_cours,CB,Île-de-France
CMD-Q1-00778,CLI0364,PRD0108,5,100.76,503.8,2024-01-07,en_cours,PayPal,Auvergne-RA
CMD-Q1-00779,CLI0002,PRD0046,4,69.9,279.6,2024-03-27,livrée,Virement,Occitanie
CMD-Q1-00780,CLI0277,PRD0065,6,352.58,2115.48,2024-01-04,livrée,Virement,Auvergne-RA
CMD-Q1-00781,CLI0079,PRD0057,2,85.5,171.0,2024-02-21,livrée,PayPal,PACA
CMD-Q1-00782,CLI0314,PRD0077,4,151.78,607.12,2024-02-01,livrée,Virement,PACA
CMD-Q1-00783,CLI0032,PRD0143,8,104.0,832.0,2024-02-22,en_cours,CB,Nouvelle-Aquitaine
CMD-Q1-00784,CLI0359,PRD0107,2,101.48,202.96,2024-01-20,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00785,CLI0351,PRD0137,7,54.72,383.04,2024-03-11,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00786,CLI0076,PRD0133,8,55.03,440.24,2024-03-03,livrée,Chèque,Auvergne-RA
CMD-Q1-00787,CLI0367,PRD0108,3,100.76,302.28,2024-02-29,livrée,Chèque,Île-de-France
CMD-Q1-00788,CLI0136,PRD0028,6,59.7,358.2,2024-01-29,livrée,CB,Île-de-France
CMD-Q1-00789,CLI0135,PRD0052,8,118.68,,2024-03-16,livrée,Chèque,Occitanie
CMD-Q1-00790,CLI0444,PRD0091,4,75.28,301.12,2024-02-14,livrée,Virement,Occitanie
CMD-Q1-00791,CLI0317,PRD0032,1,109.17,109.17,2024-02-11,en_cours,CB,PACA
CMD-Q1-00792,CLI0100,PRD0142,4,137.33,549.32,2024-01-10,retournée,CB,Auvergne-RA
CMD-Q1-00793,CLI0140,PRD0023,8,163.48,1307.84,2024/01/23,en_cours,CB,Auvergne-RA
CMD-Q1-00794,CLI0141,PRD0103,8,57.7,461.6,2024-03-05,livrée,PayPal,PACA
CMD-Q1-00795,CLI0172,PRD0068,3,12.48,37.44,2024-01-17,livrée,CB,Auvergne-RA
CMD-Q1-00796,CLI0051,PRD0007,8,290.01,2320.08,2024-02-27,livrée,Chèque,Auvergne-RA
CMD-Q1-00797,CLI0382,PRD0057,8,85.5,684.0,2024-01-29,en_cours,Virement,PACA
CMD-Q1-00798,CLI0086,PRD0054,5,124.37,621.85,2024-02-18,annulée,PayPal,PACA
CMD-Q1-00799,CLI0195,PRD0131,2,95.19,190.38,2024-02-06,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00800,CLI0269,PRD0014,7,415.81,2910.67,2024-03-24,livrée,CB,Île-de-France
CMD-Q1-00801,CLI0156,PRD0016,1,87.66,,2024-03-25,retournée,Virement,Auvergne-RA
CMD-Q1-00802,CLI0309,PRD0134,4,487.38,1949.52,2024-02-11,en_cours,CB,Auvergne-RA
CMD-Q1-00803,CLI0046,PRD0046,3,69.9,209.7,2024-01-17,livrée,CB,Occitanie
CMD-Q1-00804,CLI0310,PRD0038,2,45.83,91.66,2024-03-16,en_cours,CB,Auvergne-RA
CMD-Q1-00805,CLI0099,PRD0003,6,83.45,500.7,2024-03-23,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00806,CLI0269,PRD0124,2,55.52,111.04,2024-01-29,livrée,CB,Île-de-France
CMD-Q1-00807,CLI0232,PRD0051,3,10.76,32.28,2024-01-03,livrée,CB,Auvergne-RA
CMD-Q1-00808,CLI0294,PRD0056,9,46.62,419.58,2024-03-26,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-00809,CLI0065,PRD0004,5,42.82,214.1,2024-03-02,livrée,CB,Île-de-France
CMD-Q1-00810,CLI0291,PRD0042,4,126.36,505.44,2024-02-07,livrée,CB,Auvergne-RA
CMD-Q1-00811,CLI0349,PRD0112,8,79.76,638.08,2024-02-10,livrée,CB,PACA
CMD-Q1-00812,CLI0049,PRD0096,2,33.23,66.46,2024-03-20,livrée,Virement,Auvergne-RA
CMD-Q1-00813,CLI0056,PRD0018,7,121.33,849.31,2024-03-15,livrée,CB,Occitanie
CMD-Q1-00814,CLI0221,PRD0119,8,496.56,3972.48,2024-02-27,livrée,CB,Auvergne-RA
CMD-Q1-00815,CLI0290,PRD0064,1,107.08,107.08,2024-01-18,livrée,CB,PACA
CMD-Q1-00816,CLI0087,PRD0095,2,106.83,213.66,2024-03-11,livrée,Chèque,Occitanie
CMD-Q1-00817,CLI0375,PRD0036,4,211.79,847.16,2024-03-05,livrée,CB,Île-de-France
CMD-Q1-00818,CLI0262,PRD0053,1,79.12,79.12,2024-02-06,livrée,CB,PACA
CMD-Q1-00819,CLI0266,PRD0117,2,69.72,139.44,2024-01-13,livrée,CB,Île-de-France
CMD-Q1-00820,CLI0406,PRD0114,8,61.01,488.08,2024-01-30,en_cours,CB,Auvergne-RA
CMD-Q1-00821,CLI0032,PRD0044,5,146.42,732.1,2024-01-28,livrée,CB,Occitanie
CMD-Q1-00822,CLI0325,PRD0035,3,17.54,52.62,2024-03-18,livrée,CB,Auvergne-RA
CMD-Q1-00823,CLI0202,PRD0103,9,57.7,519.3,2024/01/24,livrée,CB,Nouvelle-Aquitaine
CMD-Q1-00824,CLI0172,PRD0065,3,352.58,1057.74,2024-03-03,livrée,CB,PACA
CMD-Q1-00825,CLI0082,PRD0134,1,487.38,487.38,2024-01-21,annulée,Virement,Île-de-France
CMD-Q1-00826,CLI0486,PRD0044,6,146.42,878.52,2024-03-22,annulée,CB,Nouvelle-Aquitaine
CMD-Q1-00827,CLI0051,PRD0080,4,131.51,526.04,2024-03-14,livrée,Chèque,Île-de-France
CMD-Q1-00828,CLI0092,PRD0089,9,93.09,837.81,2024-02-11,retournée,CB,Île-de-France
CMD-Q1-00829,CLI0257,PRD0115,2,374.29,748.58,2024-02-26,livrée,Virement,Occitanie
CMD-Q1-00830,CLI0150,PRD0079,1,400.46,400.46,2024-01-27,livrée,CB,Occitanie
