commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,moyen_paiement,region_livraison,devise
CMD-Q2-00780,CLI0437,PRD0092,1,159.37,159.37,2024-06-16,annulée,Virement,Occitanie,EUR
CMD-Q2-00781,CLI0137,PRD0018,7,121.33,849.31,2024-04-06,livrée,CB,Île-de-France,EUR
CMD-Q2-00782,CLI0179,PRD0041,4,48.15,192.6,2024-04-14,livrée,CB,Île-de-France,EUR
CMD-Q2-00783,CLI0457,PRD0121,9,34.92,,2024-04-30,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00784,CLI0203,PRD0100,3,62.84,188.52,2024-06-19,livrée,CB,PACA,EUR
CMD-Q2-00785,CLI0068,PRD0137,4,54.72,218.88,2024-05-15,livrée,Virement,Île-de-France,EUR
CMD-Q2-00786,CLI0385,PRD0104,1,81.27,81.27,2024-05-27,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00787,CLI0459,PRD0035,4,17.54,70.16,2024-05-04,annulée,CB,Occitanie,EUR
CMD-Q2-00788,CLI0081,PRD0084,3,410.52,1231.56,2024-05-16,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-00789,CLI0118,PRD0103,1,57.7,57.7,2024-06-29,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00790,CLI0210,PRD0147,1,56.16,56.16,2024-04-28,livrée,CB,Occitanie,EUR
CMD-Q2-00791,CLI0116,PRD0035,3,17.54,52.62,2024-05-15,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00792,CLI0453,PRD0081,1,49.36,49.36,2024-04-17,livrée,CB,PACA,EUR
CMD-Q2-00793,CLI0286,PRD0128,9,99.94,899.46,2024-06-21,annulée,Virement,Occitanie,EUR
CMD-Q2-00794,CLI0406,PRD0110,3,126.57,379.71,2024-04-24,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-00795,CLI0396,PRD0151,2,221.15,442.3,2024-05-16,annulée,Virement,Île-de-France,EUR
CMD-Q2-00796,CLI0115,PRD0145,3,54.52,163.56,2024-06-07,livrée,CB,PACA,EUR
CMD-Q2-00797,CLI0026,PRD0068,3,12.48,37.44,2024-06-11,en_cours,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-00798,CLI0455,PRD0022,3,235.27,705.81,2024-05-17,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00799,CLI0362,PRD0138,3,67.74,203.22,2024-04-16,en_cours,CB,Occitanie,EUR
CMD-Q2-00800,CLI0199,PRD0079,1,400.46,400.46,2024-05-25,annulée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00801,CLI0006,PRD0027,1,45.84,45.84,2024-04-24,livrée,CB,PACA,EUR
CMD-Q2-00802,CLI0207,PRD0108,5,100.76,503.8,2024-05-24,livrée,CB,Île-de-France,EUR
CMD-Q2-00803,CLI0424,PRD0071,7,90.96,636.72,2024-04-08,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00804,CLI0117,PRD0055,2,45.75,91.5,2024-04-13,livrée,Virement,Île-de-France,EUR
CMD-Q2-00805,CLI0303,PRD0092,4,159.37,637.48,2024-05-14,annulée,PayPal,Auvergne-RA,EUR
CMD-Q2-00806,CLI0471,PRD0035,4,17.54,70.16,2024-04-25,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00807,CLI0430,PRD0143,6,104.0,624.0,2024-05-01,en_cours,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00808,CLI0096,PRD0075,5,71.64,358.2,2024-04-24,livrée,CB,Île-de-France,EUR
CMD-Q2-00809,CLI0386,PRD0143,6,104.0,624.0,2024-06-15,livrée,Chèque,Île-de-France,EUR
CMD-Q2-00810,CLI0499,PRD0034,2,36.63,73.26,2024-06-20,annulée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-00811,CLI0359,PRD0142,4,137.33,549.32,2024-04-18,livrée,Virement,PACA,EUR
CMD-Q2-00812,CLI0263,PRD0140,9,84.52,760.68,2024-05-19,annulée,PayPal,PACA,EUR
CMD-Q2-00813,CLI0474,PRD0148,9,70.91,638.19,2024-06-06,livrée,CB,Occitanie,EUR
CMD-Q2-00814,CLI0416,PRD0092,1,159.37,159.37,2024/05/14,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00815,CLI0344,PRD0134,1,487.38,487.38,2024-05-25,livrée,Virement,Occitanie,EUR
CMD-Q2-00816,CLI0193,PRD0142,5,137.33,686.65,2024-05-03,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-00817,CLI0485,PRD0098,4,37.93,151.72,2024-06-09,livrée,Chèque,PACA,EUR
CMD-Q2-00818,CLI0239,PRD0095,6,106.83,640.98,2024-05-13,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00819,CLI0060,PRD0106,5,52.42,262.1,2024-06-20,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-00820,CLI0243,PRD0082,2,36.44,72.88,2024-05-20,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00821,CLI0473,PRD0068,7,12.48,87.36,2024-04-22,en_cours,CB,PACA,EUR
CMD-Q2-00822,CLI0314,PRD0136,9,54.7,492.3,2024-06-25,en_cours,CB,Occitanie,EUR
CMD-Q2-00823,CLI0374,PRD0033,2,291.53,583.06,2024-05-23,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00824,CLI0101,PRD0004,4,42.82,171.28,2024-05-23,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00825,CLI0096,PRD0019,3,62.97,188.91,2024-06-27,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00826,CLI0237,PRD0025,8,111.14,889.12,2024-04-05,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-00827,CLI0024,PRD0138,9,67.74,609.66,2024-06-02,en_cours,CB,Île-de-France,EUR
CMD-Q2-00828,CLI0198,PRD0084,2,410.52,821.04,2024-06-11,livrée,Chèque,Auvergne-RA,EUR
CMD-Q2-00829,CLI0077,PRD0098,7,37.93,265.51,2024-06-19,en_cours,Virement,Île-de-France,EUR
CMD-Q2-00830,CLI0383,PRD0011,9,27.63,248.67,2024-06-29,en_cours,CB,Occitanie,EUR
CMD-Q2-00831,CLI0277,PRD0036,9,211.79,1906.11,2024-05-23,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00832,CLI0242,PRD0150,3,81.48,244.44,2024-05-21,en_cours,CB,Île-de-France,EUR
CMD-Q2-00833,CLI0281,PRD0131,7,95.19,666.33,2024-05-04,livrée,CB,Occitanie,EUR
CMD-Q2-00834,CLI0487,PRD0006,1,79.23,79.23,2024-06-13,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00835,CLI0355,PRD0144,4,212.05,848.2,2024-06-07,livrée,PayPal,PACA,EUR
CMD-Q2-00836,CLI0207,PRD0037,9,48.24,434.16,2024-06-26,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00837,CLI0494,PRD0110,6,126.57,759.42,2024-05-04,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00838,CLI0327,PRD0146,4,30.77,123.08,2024-06-19,livrée,CB,Île-de-France,EUR
CMD-Q2-00839,CLI0045,PRD0127,2,63.31,126.62,2024-06-01,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00840,CLI0054,PRD0140,4,84.52,338.08,2024-04-30,livrée,Virement,Île-de-France,EUR
CMD-Q2-00841,CLI0437,PRD0099,8,182.41,1459.28,2024-05-29,livrée,Virement,Occitanie,EUR
CMD-Q2-00842,CLI0170,PRD0141,4,326.57,1306.28,2024-04-18,livrée,Chèque,Île-de-France,EUR
CMD-Q2-00843,CLI0321,PRD0033,1,291.53,291.53,2024-04-20,livrée,CB,Île-de-France,EUR
CMD-Q2-00844,CLI0121,PRD0144,7,212.05,1484.35,2024-06-06,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00845,CLI0265,PRD0102,5,23.26,116.3,2024-05-18,livrée,Chèque,PACA,EUR
CMD-Q2-00846,CLI0089,PRD0141,6,326.57,1959.42,2024-05-13,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00847,CLI0335,PRD0138,9,67.74,609.66,2024-06-06,annulée,CB,Île-de-France,EUR
CMD-Q2-00848,CLI0212,PRD0092,4,159.37,637.48,2024-06-13,livrée,Virement,Île-de-France,EUR
CMD-Q2-00849,CLI0052,PRD0141,2,326.57,653.14,2024-05-22,livrée,CB,Île-de-France,EUR
CMD-Q2-00850,CLI0382,PRD0091,6,75.28,451.68,2024-04-15,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-00851,CLI0161,PRD0022,6,235.27,1411.62,2024-06-26,en_cours,Virement,Auvergne-RA,EUR
CMD-Q2-00852,CLI0022,PRD0013,9,59.14,532.26,2024-05-10,livrée,CB,Île-de-France,EUR
CMD-Q2-00853,CLI0181,PRD0023,4,163.48,653.92,2024-05-07,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00854,CLI0053,PRD0050,7,27.92,195.44,2024-06-25,livrée,Virement,PACA,EUR
CMD-Q2-00855,CLI0191,PRD0104,2,81.27,162.54,2024-04-17,retournée,CB,Occitanie,EUR
CMD-Q2-00856,CLI0423,PRD0074,4,101.69,406.76,2024-05-11,en_cours,Virement,PACA,EUR
CMD-Q2-00857,CLI0431,PRD0056,9,46.62,419.58,2024-06-24,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-00858,CLI0046,PRD0036,7,211.79,1482.53,2024-05-20,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00859,CLI0287,PRD0094,2,167.61,335.22,2024-05-09,livrée,CB,Occitanie,EUR
CMD-Q2-00860,CLI0327,PRD0076,4,211.08,844.32,2024-06-18,retournée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00861,CLI0293,PRD0018,6,121.33,727.98,2024-06-13,livrée,CB,Île-de-France,EUR
CMD-Q2-00862,CLI0177,PRD0124,1,55.52,55.52,2024-04-07,livrée,PayPal,PACA,EUR
CMD-Q2-00863,CLI0060,PRD0115,1,374.29,374.29,2024-04-14,livrée,Chèque,Île-de-France,EUR
CMD-Q2-00864,CLI0040,PRD0009,7,58.82,411.74,2024-04-26,livrée,CB,PACA,EUR
CMD-Q2-00865,CLI0323,PRD0088,8,793.25,6346.0,2024-06-15,en_cours,Virement,Auvergne-RA,EUR
CMD-Q2-00866,CLI0466,PRD0112,1,79.76,79.76,2024-05-29,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-00867,CLI0419,PRD0026,4,334.76,1339.04,2024-06-20,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00868,CLI0173,PRD0131,5,95.19,475.95,2024-05-15,annulée,CB,Occitanie,EUR
CMD-Q2-00869,CLI0268,PRD0115,8,374.29,2994.32,2024-06-28,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00870,CLI0060,PRD0152,1,499.98,499.98,2024-06-21,en_cours,Virement,Île-de-France,EUR
CMD-Q2-00871,CLI0426,PRD0072,3,121.78,365.34,2024-06-13,livrée,Virement,Nouvelle-Aquitaine,EUR
CMD-Q2-00872,CLI0218,PRD0057,3,85.5,256.5,2024-05-24,livrée,PayPal,Occitanie,EUR
CMD-Q2-00873,CLI0251,PRD0068,7,12.48,87.36,2024-06-27,retournée,Chèque,PACA,EUR
CMD-Q2-00874,CLI0302,PRD0044,4,146.42,585.68,2024-05-10,livrée,CB,Occitanie,EUR
CMD-Q2-00875,CLI0214,PRD0002,5,135.96,679.8,2024-06-16,annulée,Virement,Île-de-France,EUR
CMD-Q2-00876,CLI0389,PRD0086,5,74.32,371.6,2024-05-24,annulée,Chèque,PACA,EUR
CMD-Q2-00877,CLI0238,PRD0047,4,68.36,273.44,2024-06-22,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00878,CLI0445,PRD0133,7,55.03,385.21,2024-06-15,livrée,CB,Occitanie,EUR
CMD-Q2-00879,CLI0315,PRD0079,6,400.46,2402.76,2024-06-09,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-00880,CLI0438,PRD0007,3,290.01,870.03,2024-06-21,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00881,CLI0451,PRD0123,1,71.91,71.91,2024-04-27,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-00882,CLI0455,PRD0120,4,107.93,431.72,2024-05-06,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00883,CLI0421,PRD0064,3,107.08,321.24,2024-05-15,livrée,Virement,Occitanie,EUR
CMD-Q2-00884,CLI0024,PRD0100,6,62.84,377.04,2024-04-07,annulée,PayPal,Île-de-France,EUR
CMD-Q2-00885,CLI0154,PRD0063,4,86.81,347.24,2024-06-16,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00886,CLI0353,PRD0090,3,80.66,241.98,2024-06-07,livrée,Virement,Occitanie,EUR
CMD-Q2-00887,CLI0069,PRD0065,6,352.58,2115.48,2024-06-26,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00888,CLI0410,PRD0098,6,37.93,227.58,2024-04-17,livrée,CB,PACA,EUR
CMD-Q2-00889,CLI0284,PRD0005,5,95.95,479.75,2024-06-26,livrée,Virement,PACA,EUR
CMD-Q2-00890,CLI0171,PRD0024,9,20.71,186.39,2024-06-21,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-00891,CLI0151,PRD0120,6,107.93,647.58,2024-06-22,livrée,PayPal,PACA,EUR
CMD-Q2-00892,CLI0432,PRD0142,2,137.33,274.66,2024-05-07,livrée,Chèque,Occitanie,EUR
CMD-Q2-00893,CLI0285,PRD0135,8,112.71,901.68,2024-05-01,livrée,CB,PACA,EUR
CMD-Q2-00894,CLI0113,PRD0130,0,186.38,186.38,2024-05-31,retournée,PayPal,Auvergne-RA,EUR
CMD-Q2-00895,CLI0417,PRD0139,6,128.88,773.28,2024-05-24,livrée,CB,PACA,EUR
CMD-Q2-00896,CLI0116,PRD0019,3,62.97,188.91,2024-06-18,livrée,CB,Île-de-France,EUR
CMD-Q2-00897,CLI0162,PRD0041,6,48.15,288.9,2024-04-25,livrée,PayPal,PACA,EUR
CMD-Q2-00898,CLI0451,PRD0010,5,81.94,409.7,2024-04-11,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00899,CLI0056,PRD0144,5,212.05,1060.25,2024-05-11,livrée,Virement,Occitanie,EUR
CMD-Q2-00900,CLI0362,PRD0075,8,71.64,573.12,2024-06-19,en_cours,Virement,Occitanie,EUR
CMD-Q2-00901,CLI0102,PRD0145,9,54.52,490.68,2024-04-25,livrée,Chèque,Île-de-France,EUR
CMD-Q2-00902,CLI0271,PRD0147,9,56.16,505.44,2024-05-05,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00903,CLI0051,PRD0086,3,74.32,222.96,2024-06-26,en_cours,Virement,Île-de-France,EUR
CMD-Q2-00904,CLI0319,PRD0109,1,18.3,18.3,2024-04-17,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00905,CLI0302,PRD0071,2,90.96,181.92,2024-06-29,livrée,CB,Île-de-France,EUR
CMD-Q2-00906,CLI0179,PRD0050,2,27.92,55.84,2024-06-16,livrée,CB,Île-de-France,EUR
CMD-Q2-00907,CLI0258,PRD0054,2,124.37,248.74,2024-04-17,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00908,CLI0011,PRD0107,5,101.48,507.4,2024-06-25,en_cours,Virement,PACA,EUR
CMD-Q2-00909,CLI0307,PRD0129,3,124.46,373.38,2024-04-04,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00910,CLI0416,PRD0092,6,159.37,956.22,2024-06-20,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00911,CLI0002,PRD0144,1,212.05,212.05,2024-06-15,retournée,CB,Occitanie,EUR
CMD-Q2-00912,CLI0127,PRD0063,4,86.81,347.24,2024-06-18,livrée,CB,Occitanie,EUR
CMD-Q2-00913,CLI0194,PRD0145,5,54.52,272.6,2024-04-12,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00914,CLI0077,PRD0079,6,400.46,2402.76,2024-04-22,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00915,CLI0491,PRD0052,1,118.68,118.68,2024-06-05,livrée,CB,PACA,EUR
CMD-Q2-00916,CLI0259,PRD0003,6,83.45,500.7,2024-04-21,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00917,CLI0180,PRD0043,3,100.34,301.02,2024-05-11,en_cours,Chèque,Île-de-France,EUR
CMD-Q2-00918,CLI0437,PRD0057,2,85.5,171.0,2024-06-13,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-00919,CLI0231,PRD0060,4,436.88,1747.52,2024-06-29,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00920,CLI0394,PRD0089,3,93.09,279.27,2024-05-21,livrée,CB,Occitanie,EUR
CMD-Q2-00921,CLI0470,PRD0105,2,408.15,816.3,2024-05-19,livrée,PayPal,PACA,EUR
CMD-Q2-00922,CLI0136,PRD0056,2,46.62,93.24,2024-04-16,retournée,CB,PACA,EUR
CMD-Q2-00923,CLI0244,PRD0137,6,54.72,328.32,2024-05-04,annulée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00924,CLI0389,PRD0067,9,126.77,1140.93,2024-06-08,livrée,CB,Occitanie,EUR
CMD-Q2-00925,CLI0256,PRD0049,7,65.78,460.46,2024-04-08,livrée,CB,Île-de-France,EUR
CMD-Q2-00926,CLI0436,PRD0045,3,55.24,165.72,2024-06-10,annulée,CB,PACA,EUR
CMD-Q2-00927,CLI0016,PRD0146,3,30.77,92.31,2024-05-11,livrée,CB,PACA,EUR
CMD-Q2-00928,CLI0175,PRD0057,9,85.5,769.5,2024-06-29,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00929,CLI0002,PRD0095,9,106.83,961.47,2024-06-18,livrée,CB,Occitanie,EUR
CMD-Q2-00930,CLI0107,PRD0115,3,374.29,1122.87,2024-04-13,retournée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00931,CLI0159,PRD0082,5,36.44,182.2,2024-05-31,en_cours,Virement,Île-de-France,EUR
CMD-Q2-00932,CLI0223,PRD0148,9,70.91,638.19,2024-04-03,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00933,CLI0303,PRD0009,3,58.82,176.46,2024-05-10,livrée,CB,Occitanie,EUR
CMD-Q2-00934,CLI0078,PRD0092,6,159.37,956.22,2024-04-06,livrée,CB,Île-de-France,EUR
CMD-Q2-00935,CLI0195,PRD0109,2,18.3,36.6,2024-04-28,retournée,CB,PACA,EUR
CMD-Q2-00936,CLI0207,PRD0065,3,352.58,1057.74,2024-05-09,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-00937,CLI0377,PRD0020,2,304.72,609.44,2024-06-26,livrée,CB,Occitanie,EUR
CMD-Q2-00938,CLI0231,PRD0018,6,121.33,727.98,2024-06-12,livrée,CB,Île-de-France,EUR
CMD-Q2-00939,CLI0419,PRD0028,2,59.7,119.4,2024-06-07,livrée,CB,Île-de-France,EUR
CMD-Q2-00940,CLI0360,PRD0100,4,62.84,251.36,2024-05-30,livrée,CB,Île-de-France,EUR
CMD-Q2-00941,CLI0468,PRD0116,8,52.36,418.88,2024-04-28,en_cours,Virement,PACA,EUR
CMD-Q2-00942,CLI0235,PRD0048,3,164.13,492.39,2024-04-14,livrée,CB,PACA,EUR
CMD-Q2-00943,CLI0119,PRD0040,9,71.91,647.19,2024-04-30,livrée,Chèque,Occitanie,EUR
CMD-Q2-00944,CLI0389,PRD0090,0,80.66,161.32,2024-04-13,livrée,CB,Île-de-France,EUR
CMD-Q2-00945,CLI0123,PRD0145,3,54.52,163.56,2024-05-21,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00946,CLI0063,PRD0108,9,100.76,906.84,2024-05-03,en_cours,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-00947,CLI0142,PRD0145,4,54.52,218.08,2024-06-03,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00948,CLI0072,PRD0098,3,37.93,113.79,2024-05-04,livrée,CB,PACA,EUR
CMD-Q2-00949,CLI0270,PRD0105,1,408.15,408.15,2024-04-07,en_cours,Chèque,Île-de-France,EUR
CMD-Q2-00950,CLI0370,PRD0105,8,408.15,3265.2,2024-04-19,livrée,PayPal,Occitanie,EUR
CMD-Q2-00951,CLI0392,PRD0078,1,217.49,217.49,2024-06-28,livrée,CB,Île-de-France,EUR
CMD-Q2-00952,CLI0430,PRD0036,6,211.79,1270.74,2024-06-23,livrée,CB,Île-de-France,EUR
CMD-Q2-00953,CLI0276,PRD0012,9,295.77,2661.93,2024-04-19,livrée,Virement,Île-de-France,EUR
CMD-Q2-00954,CLI0333,PRD0106,5,52.42,262.1,2024-06-13,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00955,CLI0032,PRD0014,7,415.81,2910.67,2024-05-14,livrée,Virement,PACA,EUR
CMD-Q2-00956,CLI0004,PRD0145,3,54.52,163.56,2024-05-14,retournée,PayPal,Occitanie,EUR
CMD-Q2-00957,CLI0287,PRD0080,6,131.51,789.06,2024-04-15,en_cours,CB,Île-de-France,EUR
CMD-Q2-00958,CLI0422,PRD0087,9,72.84,655.56,2024-05-03,annulée,CB,Île-de-France,EUR
CMD-Q2-00959,CLI0258,PRD0103,4,57.7,230.8,2024-05-25,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00960,CLI0338,PRD0105,6,408.15,2448.9,2024-06-25,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00961,CLI0438,PRD0003,4,83.45,333.8,2024-04-21,livrée,Virement,PACA,EUR
CMD-Q2-00962,CLI0181,PRD0046,8,69.9,559.2,2024-05-30,livrée,Virement,Occitanie,EUR
CMD-Q2-00963,CLI0112,PRD0067,5,126.77,633.85,2024-04-30,retournée,CB,Île-de-France,EUR
CMD-Q2-00964,CLI0456,PRD0117,9,69.72,627.48,2024-04-30,livrée,CB,PACA,EUR
CMD-Q2-00965,CLI0202,PRD0143,2,104.0,208.0,2024-04-21,livrée,Virement,Occitanie,EUR
CMD-Q2-00966,CLI0453,PRD0132,4,66.14,264.56,2024-04-14,livrée,Virement,Occitanie,EUR
CMD-Q2-00967,CLI0489,PRD0145,1,54.52,54.52,2024-06-23,retournée,CB,Île-de-France,EUR
CMD-Q2-00968,CLI0209,PRD0152,5,499.98,2499.9,2024-04-11,livrée,PayPal,Nouvelle-Aquitaine,EUR
CMD-Q2-00969,CLI0111,PRD0050,9,27.92,251.28,2024-04-13,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00970,CLI0360,PRD0076,5,211.08,1055.4,2024-04-06,livrée,CB,Auvergne-RA,EUR
CMD-Q2-00971,CLI0279,PRD0150,7,81.48,570.36,2024-06-04,livrée,CB,Île-de-France,EUR
CMD-Q2-00972,CLI0408,PRD0072,4,121.78,487.12,2024-06-11,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-00973,CLI0269,PRD0106,7,52.42,366.94,2024-05-08,livrée,CB,Occitanie,EUR
CMD-Q2-00974,CLI0190,PRD0042,9,126.36,1137.24,2024-05-23,livrée,CB,PACA,EUR
CMD-Q2-00975,CLI0110,PRD0090,3,80.66,,2024-05-28,livrée,Virement,Île-de-France,EUR
CMD-Q2-00976,CLI0103,PRD0149,9,123.18,1108.62,2024-05-24,en_cours,PayPal,Occitanie,EUR
CMD-Q2-00977,CLI0111,PRD0151,5,221.15,1105.75,2024-05-18,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00978,CLI0327,PRD0106,1,52.42,52.42,2024-04-18,livrée,Chèque,Nouvelle-Aquitaine,EUR
CMD-Q2-00979,CLI0121,PRD0001,2,57.96,115.92,2024-04-09,livrée,Chèque,Île-de-France,EUR
CMD-Q2-00980,CLI0329,PRD0139,4,128.88,515.52,2024-06-18,livrée,CB,Île-de-France,EUR
CMD-Q2-00981,CLI0272,PRD0106,4,52.42,209.68,2024-06-06,en_cours,CB,PACA,EUR
CMD-Q2-00982,CLI0249,PRD0145,7,54.52,381.64,2024-06-24,en_cours,Virement,Occitanie,EUR
CMD-Q2-00983,CLI0172,PRD0051,1,10.76,10.76,2024-06-09,en_cours,CB,Auvergne-RA,EUR
CMD-Q2-00984,CLI0447,PRD0069,7,106.11,742.77,2024-06-20,livrée,CB,PACA,EUR
CMD-Q2-00985,CLI0236,PRD0029,6,149.76,898.56,2024-04-03,en_cours,CB,Île-de-France,EUR
CMD-Q2-00986,CLI0340,PRD0067,4,126.77,507.08,2024-06-06,livrée,CB,Île-de-France,EUR
CMD-Q2-00987,CLI0370,PRD0048,8,164.13,1313.04,2024-05-11,livrée,CB,Occitanie,EUR
CMD-Q2-00988,CLI0404,PRD0065,6,352.58,2115.48,2024-04-26,en_cours,CB,Occitanie,EUR
CMD-Q2-00989,CLI0114,PRD0126,2,82.76,165.52,2024-05-14,livrée,CB,Île-de-France,EUR
CMD-Q2-00990,CLI9941,PRD0035,2,17.54,35.08,2024-05-09,livrée,PayPal,Île-de-France,EUR
CMD-Q2-00991,CLI0135,PRD0147,2,56.16,112.32,2024-05-25,livrée,Virement,Occitanie,EUR
CMD-Q2-00992,CLI9987,PRD0145,3,54.52,163.56,2024-04-26,livrée,CB,Île-de-France,EUR
CMD-Q2-00993,CLI0148,PRD0146,4,30.77,123.08,2024-04-08,livrée,CB,Occitanie,EUR
CMD-Q2-00994,CLI0411,PRD0092,1,159.37,159.37,2024-04-17,livrée,PayPal,Auvergne-RA,EUR
CMD-Q2-00995,CLI0366,PRD0026,9,334.76,3012.84,2024-05-28,livrée,CB,PACA,EUR
CMD-Q2-00996,CLI0325,PRD0130,3,186.38,559.14,2024-05-14,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-00997,CLI0170,PRD0151,5,221.15,1105.75,2024-05-11,annulée,Virement,Île-de-France,EUR
CMD-Q2-00998,CLI0251,PRD0033,3,291.53,874.59,2024-04-26,livrée,CB,Île-de-France,EUR
CMD-Q2-00999,CLI0346,PRD0009,1,58.82,58.82,2024-06-01,livrée,CB,Auvergne-RA,EUR
CMD-Q2-01000,CLI0177,PRD0100,9,62.84,565.56,2024-06-29,annulée,CB,Auvergne-RA,EUR
CMD-Q2-01001,CLI0458,PRD0102,7,23.26,162.82,2024-05-03,,CB,PACA,EUR
CMD-Q2-01002,CLI0100,PRD0131,5,95.19,475.95,2024-05-13,livrée,Virement,Auvergne-RA,EUR
CMD-Q2-01003,CLI0082,PRD0046,7,69.9,489.3,2024-04-16,livrée,Virement,PACA,EUR
CMD-Q2-01004,CLI0278,PRD0066,3,181.07,,2024-06-26,annulée,Virement,Île-de-France,EUR
CMD-Q2-01005,CLI0391,PRD0056,9,46.62,419.58,2024-06-09,en_cours,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01006,CLI0315,PRD0131,1,95.19,95.19,2024-06-19,livrée,CB,Occitanie,EUR
CMD-Q2-01007,CLI0391,PRD0037,9,48.24,434.16,2024-04-17,livrée,PayPal,Île-de-France,EUR
CMD-Q2-01008,CLI0304,PRD0044,2,146.42,292.84,2024-06-10,retournée,CB,Île-de-France,EUR
CMD-Q2-01009,CLI0234,PRD0093,2,62.68,125.36,2024-06-23,livrée,CB,Nouvelle-Aquitaine,EUR
CMD-Q2-01010,CLI0345,PRD0100,9,62.84,565.56,2024-06-13,annulée,CB,PACA,EUR
CMD-Q2-01011,CLI0034,PRD0148,7,70.91,496.37,2024-05-30,livrée,CB,Île-de-France,EUR
CMD-Q2-01012,CLI0225,PRD0042,5,126.36,631.8,2024-05-18,livrée,CB,Île-de-France,EUR
