,id_mutation,date_mutation,nature_mutation,valeur_fonciere,commune,surface_reelle_bati,nombre_pieces_principales,type_local,code_postal,longitude,latitude,code_departement
1015,2023A01015,2023-03-26,VEFA,348062.5472610097,Montpellier,26.129881685264152,2.0,Maison,34000.0,-3.486115601905272,50.16750250412446,34
1016,2023A01016,2023-03-26,Vente,772809.4511251252,Marseille,16.718493823073256,2.0,Maison,13001.0,5.038195883376915,43.66688271083543,13
1017,2023A01017,2023-03-26,Vente,197870.87263309804,Lyon,56.71826033922687,3.0,Appartement,69001.0,6.638591177438066,51.060170760670744,69
1018,2023A01018,2023-03-26,Vente,95883.77094151384,Marseille,85.34795145154152,3.0,Maison,13001.0,7.326597771566803,43.679817837879625,13
1019,2023A01019,2023-03-26,Vente,440450.8541569028,Strasbourg,42.0992144466126,1.0,Appartement,67000.0,3.4854468944715915,49.69304060430147,67
1020,2023A01020,2023-03-27,Vente,736738.834606364,Strasbourg,90.99725708131213,3.0,Maison,67000.0,1.9373865823870071,47.46512089370993,67
1021,2023A01021,2023-03-27,Vente,339646.6249864614,Toulouse,,,Maison,31000.0,3.380696893723444,48.2689209733183,31
1022,2023A01022,2023-03-27,VEFA,139713.72613540376,Marseille,50.32335885859143,3.0,Appartement,13001.0,-4.3355258863151604,47.61495163894214,13
1023,2023A01023,2023-03-27,VEFA,249113.67118456337,Strasbourg,79.68310557347945,2.0,Appartement,67000.0,3.823832416294124,49.95320197312547,67
1024,2023A01024,2023-03-27,VEFA,137157.60011823344,Strasbourg,41.848757350219344,6.0,Appartement,67000.0,4.5125091943454585,47.90645960501492,67
1025,2023A01025,2023-03-27,Vente,394633.7096740724,Strasbourg,47.306458953247876,2.0,Appartement,67000.0,4.669785415001181,49.76824162903016,67
1026,2023A01026,2023-03-27,Vente,119279.6193712471,Montpellier,76.33134229430513,4.0,Appartement,34000.0,2.651011617549548,43.65843821289771,34
1027,2023A01027,2023-03-27,Vente,224116.82339580363,Bordeaux,53.74776213627049,,Appartement,33000.0,4.3905635157813006,49.92701923056713,33
1028,2023A01028,2023-03-27,Vente,146883.83337851067,Strasbourg,141.7958201649869,3.0,Appartement,67000.0,3.613171362273441,51.03798921971325,67
1029,2023A01029,2023-03-27,Vente,289553.34097082476,Strasbourg,77.23963302341257,3.0,Maison,67000.0,-3.0327890680028,48.121259795953186,67
1030,2023A01030,2023-03-27,Vente,215387.7117833075,Marseille,74.76926569899193,3.0,Appartement,13001.0,6.909257971410936,50.89197771783512,13
1031,2023A01031,2023-03-27,Vente,298360.3496426378,Lyon,53.26330736662729,,Appartement,69001.0,3.408639347636198,,69
1032,2023A01032,2023-03-28,Vente,271960.01559403026,Marseille,84.55289698714307,2.0,Appartement,13001.0,4.742988505134438,49.59769145904873,13
1033,2023A01033,2023-03-28,Vente,148450.16376621538,Marseille,,,Maison,13001.0,-0.14532849704837325,43.78761345365418,13
1034,2023A01034,2023-03-28,Vente,390868.41121530574,Bordeaux,62.87753059235761,3.0,Maison,33000.0,7.174341856109384,,33
1035,2023A01035,2023-03-28,Vente,260599.65215688964,Bordeaux,34.530862055519236,2.0,Maison,33000.0,1.883220230596378,48.14350792491905,33
1036,2023A01036,2023-03-28,Vente,148283.69785508982,Montpellier,91.80995152063166,7.0,Appartement,34000.0,4.12337609406495,48.11030781666323,34
1037,2023A01037,2023-03-28,Vente,1029471.3064574332,Paris,63.136708313542265,5.0,Maison,75001.0,7.5927121695933195,48.20357628829814,75
1038,2023A01038,2023-03-28,Vente,357131.0570689281,Lyon,147.12116983710962,5.0,Appartement,69001.0,7.13425086064732,45.124137298615786,69
1039,2023A01039,2023-03-28,Vente,244762.50889683174,Strasbourg,180.57553954048166,4.0,Maison,67000.0,3.6889443883815893,50.868745653671155,67
1040,2023A01040,2023-03-28,Vente,627263.9575920891,Montpellier,79.97065266764417,2.0,Appartement,34000.0,-2.3950843275277918,42.357666347143315,34
1041,2023A01041,2023-03-28,Vente,810242.9059910312,Paris,56.49841900813313,3.0,Maison,75001.0,7.572219073364918,47.76478634863692,75
1042,2023A01042,2023-03-28,Vente,245927.07960733012,Strasbourg,34.02065172634492,,Appartement,67000.0,7.99852335584929,49.92176553093409,67
1043,2023A01043,2023-03-28,Vente,330525.3019289609,Strasbourg,85.83054123704197,1.0,Maison,67000.0,-3.1868619686484037,50.14179620533228,67
1044,2023A01044,2023-03-29,Vente,148330.52047316928,Bordeaux,60.651373529268525,3.0,Appartement,33000.0,1.218780562902455,48.63780753232732,33
1045,2023A01045,2023-03-29,Vente,245655.2353344377,Strasbourg,,2.0,Appartement,67000.0,2.462845660846442,47.35834739981578,67
1046,2023A01046,2023-03-29,Vente,238127.72485162225,Strasbourg,129.65715451043542,2.0,Maison,67000.0,-3.330564436044668,46.32454849059524,67
1047,2023A01047,2023-03-29,Vente,299807.601681975,Marseille,36.15402758969424,2.0,Maison,13001.0,-2.091064641862319,46.25574075525436,13
1048,2023A01048,2023-03-29,Vente,327635.2700765378,Bordeaux,34.392823236208244,7.0,Maison,33000.0,2.328858466708036,46.04087235659337,33
1049,2023A01049,2023-03-29,Vente,375456.1888820061,Toulouse,48.510828002792394,4.0,Maison,31000.0,7.731235987703318,48.45905529671933,31
1050,2023A01050,2023-03-29,Vente,309460.45544385404,Marseille,82.31888731690158,2.0,Maison,13001.0,-4.146813305704773,48.73463426806292,13
1051,2023A01051,2023-03-29,Vente,129774.60591636907,Paris,72.05528129007716,3.0,,75001.0,7.088027041792296,46.82990866954478,75
1052,2023A01052,2023-03-29,VEFA,152805.2840438359,Marseille,34.888447044147306,2.0,Appartement,13001.0,6.912323759627261,48.819143533073,13
1053,2023A01053,2023-03-29,Vente,193330.30468740143,Montpellier,79.70054710691706,3.0,Appartement,34000.0,6.386168666869265,46.950405599412406,34
1054,2023A01054,2023-03-29,Adjudication,226535.20557887084,Toulouse,29.945935042340455,5.0,Appartement,31000.0,0.2948967940359015,43.15669498675337,31
1055,2023A01055,2023-03-29,Vente,504067.0501834514,Bordeaux,35.91407079395721,3.0,Appartement,33000.0,1.733458922541633,49.79421261124502,33
1056,2023A01056,2023-03-30,Vente,133550.7197496514,Lyon,51.53552323321568,4.0,Maison,69001.0,0.6256519194385817,49.96022797823,69
1057,2023A01057,2023-03-30,Vente,216544.4183776235,Strasbourg,41.40014474215143,3.0,Maison,67000.0,7.534344567646121,44.64485871307245,67
1058,2023A01058,2023-03-30,Vente,475349.5461081112,Nantes,85.1938922726974,,Appartement,44000.0,2.121152871128607,49.22061404840182,44
1059,2023A01059,2023-03-30,Vente,224150.61993664724,Lyon,63.00343454548437,4.0,Appartement,69001.0,-3.4762198699285536,46.798304788892935,69
1060,2023A01060,2023-03-30,Vente,353715.92206203885,Lyon,131.9971839720366,4.0,Maison,69001.0,-1.0194399772480476,43.39143918508747,69
1061,2023A01061,2023-03-30,Adjudication,246785.48938372915,Strasbourg,48.250554373383494,4.0,Appartement,67000.0,1.367821804017379,45.80238852248412,67
1062,2023A01062,2023-03-30,Vente,313034.89671029744,Bordeaux,51.362016695021914,6.0,Maison,33000.0,7.610160340435989,42.9736572328354,33
1063,2023A01063,2023-03-30,Vente,233962.58156568764,Lyon,100.00211187657885,4.0,Appartement,69001.0,2.7256788509032823,49.22090956285484,69
1064,2023A01064,2023-03-30,Vente,400407.99094814743,Toulouse,52.17166849651658,4.0,Appartement,31000.0,4.340122314233671,44.02685447240612,31
1065,2023A01065,2023-03-30,Vente,106187.97541756464,Strasbourg,115.23835365133942,4.0,Appartement,67000.0,-3.375797938860393,43.74664872978287,67
1066,2023A01066,2023-03-30,Vente,215779.59991437435,Bordeaux,,2.0,Maison,33000.0,6.642015383244297,44.13513115761515,33
1067,2023A01067,2023-03-30,Vente,320598.10425259895,Montpellier,16.837470085191185,,Maison,34000.0,2.3455314195750994,44.28995291211049,34
1068,2023A01068,2023-03-31,Vente,369614.980211549,Lyon,98.37485247077922,3.0,Appartement,69001.0,7.199600839265729,48.23077919312173,69
1069,2023A01069,2023-03-31,Vente,657218.3417267752,Strasbourg,86.17356038600238,3.0,,67000.0,,47.91968864256377,67
1070,2023A01070,2023-03-31,Vente,212221.36849512352,Nantes,87.85311771320838,4.0,Appartement,44000.0,,43.43816229218209,44
1071,2023A01071,2023-03-31,Vente,651927.7729683081,Paris,20.999755834502363,1.0,Appartement,75001.0,1.479650140332481,48.67488883770112,75
1072,2023A01072,2023-03-31,Vente,180698.59550095294,Bordeaux,39.19326886264494,2.0,Appartement,33000.0,-2.6895142951682574,45.37170250677355,33
1073,2023A01073,2023-03-31,Vente,595518.567472862,Bordeaux,40.676380130903055,5.0,Maison,33000.0,-1.0449652799671636,46.32576003019122,33
1074,2023A01074,2023-03-31,Adjudication,438221.72205782874,Marseille,35.853432772234086,1.0,Appartement,13001.0,-3.6458323605970095,43.39876764641169,13
1075,2023A01075,2023-03-31,Vente,155115.4336918281,Montpellier,130.44625018570963,2.0,Maison,34000.0,1.0913825549796075,48.535909293665355,34
1076,2023A01076,2023-03-31,Vente,322617.7750005498,Strasbourg,54.2778422023665,2.0,Appartement,67000.0,3.746637601959103,45.610754895401136,67
1077,2023A01077,2023-03-31,Vente,260213.70083265708,Lyon,53.609137467391086,4.0,Appartement,69001.0,-1.4048667972174549,47.86274050881294,69
1078,2023A01078,2023-03-31,Vente,390565.4173305975,Paris,71.95235437379318,3.0,Appartement,75001.0,1.7279283392238707,46.05954431300555,75
1079,2023A01079,2023-03-31,VEFA,234693.81928056592,Strasbourg,72.57720080013577,6.0,Maison,67000.0,1.3289613448246698,42.7300454457618,67
1080,2023A01080,2023-04-01,Vente,223161.781413833,Nantes,10.304221284125763,2.0,Appartement,44000.0,2.274440234472425,48.49070817953491,44
1081,2023A01081,2023-04-01,Vente,610147.9511793673,Toulouse,39.52056745379804,5.0,Maison,31000.0,-2.1557747287561027,47.16207181017107,31
1082,2023A01082,2023-04-01,Vente,252904.5599971834,Bordeaux,26.93982597145265,2.0,Appartement,33000.0,2.2815979227670375,46.121355313517796,33
1083,2023A01083,2023-04-01,Vente,440582.6764617306,Toulouse,66.69653793669627,2.0,Appartement,31000.0,0.125410571197075,44.073657518229,31
1084,2023A01084,2023-04-01,VEFA,234401.11862709039,Toulouse,47.254779054374914,3.0,Appartement,31000.0,,47.794220290411154,31
1085,2023A01085,2023-04-01,Vente,729414.8785840918,Toulouse,55.019836412259615,1.0,Maison,31000.0,2.941971578099918,44.721737528268065,31
1086,2023A01086,2023-04-01,Vente,178617.01692101706,Montpellier,19.312259964435672,2.0,Local industriel,34000.0,-2.619932595529858,,34
1087,2023A01087,2023-04-01,Vente,185630.58604382322,Marseille,46.76213936807809,2.0,Maison,13001.0,6.938364862714941,42.79706929438101,13
1088,2023A01088,2023-04-01,Adjudication,669783.8374704325,Strasbourg,95.35102920105705,2.0,Maison,67000.0,7.37263072496938,49.135369263082154,67
1089,2023A01089,2023-04-01,Vente,205465.24313747903,Toulouse,110.46787354663897,5.0,Maison,31000.0,3.889743060400084,43.09232632527972,31
1090,2023A01090,2023-04-01,VEFA,701267.4247920472,Lyon,78.21267429251665,2.0,Appartement,69001.0,-0.6499354420325876,50.13938854863894,69
1091,2023A01091,2023-04-01,Vente,458219.8399192223,Lyon,28.001759662111365,7.0,Maison,69001.0,3.4502745493354565,49.93465664762146,69
1092,2023A01092,2023-04-02,Vente,244558.58632470865,Paris,102.48340689227797,5.0,Maison,75001.0,3.139348024907475,50.84559133839455,75
1093,2023A01093,2023-04-02,Vente,90402.20311185838,Paris,78.41389372221028,2.0,Maison,75001.0,0.4688874666925731,50.29428293668351,75
1094,2023A01094,2023-04-02,Vente,265244.94994289184,Nantes,51.49092007837984,3.0,Maison,44000.0,-0.851959958358969,50.84838735710377,44
1095,2023A01095,2023-04-02,Vente,285209.1449699,Toulouse,19.835670211750934,3.0,,31000.0,-2.360647505634641,50.10803094873745,31
1096,2023A01096,2023-04-02,Vente,540543.6330405131,Toulouse,87.95255095178334,4.0,Appartement,31000.0,-1.7392252316742378,43.290075724373764,31
1097,2023A01097,2023-04-02,Vente,695974.5035005637,Marseille,40.60604044636795,5.0,Maison,13001.0,3.793480029066721,46.15160039565845,13
1098,2023A01098,2023-04-02,Vente,177905.48275964867,Strasbourg,64.91527191101497,3.0,Maison,67000.0,6.750858004535544,42.97017598393886,67
1099,2023A01099,2023-04-02,Vente,433960.61425194715,Toulouse,56.49753056134269,1.0,Appartement,31000.0,0.3889418976802883,47.09862421877816,31
1100,2023A01100,2023-04-02,Vente,424743.7367140388,Toulouse,117.82464881242943,3.0,Appartement,31000.0,-2.9518765468267354,46.96185950101683,31
1101,2023A01101,2023-04-02,VEFA,510960.5279296614,Montpellier,51.28080481457479,5.0,Appartement,34000.0,-4.337359969029133,50.41516956902338,34
1102,2023A01102,2023-04-02,Vente,361932.83947417076,Strasbourg,54.18711800202786,4.0,Appartement,67000.0,0.655001819292294,50.83331375701185,67
1103,2023A01103,2023-04-02,VEFA,83658.75685733806,Toulouse,120.21811227569502,5.0,Appartement,31000.0,-1.5463997199326083,44.584867612061245,31
1104,2023A01104,2023-04-03,Adjudication,244445.22654350015,Bordeaux,39.2868115319303,4.0,Appartement,33000.0,-0.40354429898772626,47.424353077906396,33
1105,2023A01105,2023-04-03,Vente,134131.43481690198,Bordeaux,82.03626664962447,1.0,Appartement,33000.0,-1.4307925937763963,46.38708774894595,33
1106,2023A01106,2023-04-03,Vente,237622.01935962733,Montpellier,49.436654281547625,6.0,Maison,34000.0,3.934674927349473,47.11126953772038,34
1107,2023A01107,2023-04-03,Vente,483111.39701312303,Montpellier,33.073389584266465,5.0,Appartement,34000.0,3.6091316207288635,46.97920723678306,34
1108,2023A01108,2023-04-03,Vente,322252.4428974233,Marseille,54.62985309754953,1.0,Maison,13001.0,7.086267461287333,50.34429480098318,13
1109,2023A01109,2023-04-03,Vente,534375.7487482305,Montpellier,77.15779084564603,1.0,Appartement,34000.0,4.386760418527354,50.18590682222027,34
1110,2023A01110,2023-04-03,Vente,329407.9899252864,Marseille,107.43165951730984,3.0,Appartement,13001.0,-2.4052444664455717,43.380082801047635,13
1111,2023A01111,2023-04-03,Vente,123131.04038046298,Montpellier,114.1310092683024,,Appartement,34000.0,5.045249252212182,45.336969570068376,34
1112,2023A01112,2023-04-03,Vente,59129.88808129483,Montpellier,47.11625050657635,2.0,Maison,34000.0,-2.1978981455840207,48.92442064761654,34
1113,2023A01113,2023-04-03,Vente,293397.9791606897,Lyon,33.327250110615246,1.0,Appartement,69001.0,2.594231251485752,48.319086531304556,69
1114,2023A01114,2023-04-03,Vente,236013.46092272268,Marseille,46.554820338585245,3.0,Maison,13001.0,-3.5211067395355102,47.854494489363816,13
1115,2023A01115,2023-04-03,Vente,149317.85329291102,Nantes,30.242088810131694,2.0,Appartement,44000.0,-3.8989717765108622,51.045531804209176,44
1116,2023A01116,2023-04-04,Vente,96724.65862330091,Lyon,48.97484996341431,2.0,Appartement,69001.0,1.3957209063272895,45.26502850422488,69
1117,2023A01117,2023-04-04,Vente,172672.85503742745,Montpellier,46.02420060198418,3.0,Appartement,34000.0,-3.1667087696802065,46.83418861088095,34
1118,2023A01118,2023-04-04,Vente,238781.72022071606,Strasbourg,,,Maison,67000.0,-0.6053341179975678,50.916523284611216,67
1119,2023A01119,2023-04-04,Vente,400122.7660890228,Toulouse,18.120291905186157,3.0,Local industriel,31000.0,-0.19681609542037837,48.42086005178777,31
1120,2023A01120,2023-04-04,Vente,300492.6726923435,Montpellier,37.83354061151056,4.0,Appartement,34000.0,5.27172187189861,48.00838639525008,34
1121,2023A01121,2023-04-04,VEFA,704215.9591841436,Marseille,37.98688041130667,4.0,Maison,13001.0,-0.27496266421785354,43.66177571244879,13
1122,2023A01122,2023-04-04,Vente,,Nantes,98.8460536494396,3.0,Maison,44000.0,1.7776123485072635,44.470580750319456,44
1123,2023A01123,2023-04-04,Vente,455265.17721569166,Marseille,31.283093608037703,2.0,Appartement,13001.0,5.3118413110063525,45.62176406660297,13
1124,2023A01124,2023-04-04,Vente,276061.58279445546,Montpellier,61.1499277018667,2.0,,34000.0,-1.897791503006499,46.39065448319708,34
1125,2023A01125,2023-04-04,Vente,407094.8461385145,Marseille,51.21004953625842,2.0,Appartement,13001.0,5.722196881422189,46.67545010940539,13
1126,2023A01126,2023-04-04,Vente,206507.30830008525,Lyon,91.97541043267157,5.0,Maison,69001.0,6.063793921416972,50.238807196580886,69
1127,2023A01127,2023-04-04,Vente,510429.7129441995,Strasbourg,73.54635827719599,4.0,Maison,67000.0,8.058354298648638,43.24346547423872,67
1128,2023A01128,2023-04-05,Vente,320338.9250320156,Strasbourg,58.010374538842,3.0,Appartement,67000.0,1.139405521576685,44.48550261644583,67
1129,2023A01129,2023-04-05,Vente,178498.05950982982,Lyon,41.374575039918945,5.0,Appartement,69001.0,0.20724647398753948,43.56397747122629,69
1130,2023A01130,2023-04-05,Vente,266408.3557680288,Montpellier,21.624539297843953,5.0,Appartement,34000.0,4.4154669363051795,48.770734386627375,34
1131,2023A01131,2023-04-05,Vente,232411.89469391812,Paris,61.777722852992504,,Appartement,75001.0,-3.7614808106610553,50.841102249760326,75
1132,2023A01132,2023-04-05,Vente,359873.1943202732,Lyon,71.1823503442411,2.0,Appartement,69001.0,-3.995155803570837,50.16685506981185,69
1133,2023A01133,2023-04-05,Vente,132208.29501379892,Lyon,24.84275582042128,4.0,Appartement,69001.0,-0.24561603398552379,48.665046765488796,69
1134,2023A01134,2023-04-05,Vente,,Bordeaux,29.463520880744976,3.0,Appartement,33000.0,4.764841619842857,42.48940067668256,33
1135,2023A01135,2023-04-05,Vente,340164.41443935555,Montpellier,61.9399264240437,4.0,Appartement,34000.0,-3.0210285652880837,45.35387165597755,34
1136,2023A01136,2023-04-05,Vente,273707.1407310131,Marseille,64.68768498350173,2.0,Appartement,13001.0,3.5714449722979342,49.89983884002417,13
1137,2023A01137,2023-04-05,Vente,602091.524406849,Lyon,33.27067388813242,4.0,Appartement,69001.0,-1.0772831306945392,48.04701823485624,69
1138,2023A01138,2023-04-05,Vente,426946.36031239596,Marseille,,3.0,Appartement,13001.0,3.776268343105853,44.14449162699907,13
1139,2023A01139,2023-04-05,Vente,267135.5594820754,Marseille,21.796634577849307,4.0,Maison,13001.0,,46.4050867850836,13
1140,2023A01140,2023-04-06,Vente,305594.2310061386,Bordeaux,108.70436523827507,4.0,Maison,33000.0,-3.037573723757297,43.073679558476506,33
1141,2023A01141,2023-04-06,Vente,320423.6581562094,Montpellier,28.504523566629278,2.0,Appartement,34000.0,-1.3595082525102447,46.883053521838775,34
1142,2023A01142,2023-04-06,Vente,341799.5600477873,Marseille,71.60247895360207,2.0,Maison,13001.0,-1.709635325557942,50.22905033962944,13
1143,2023A01143,2023-04-06,Vente,89734.01661189416,Nantes,53.65204854882968,4.0,Appartement,44000.0,-2.40977567259608,42.6407258477653,44
1144,2023A01144,2023-04-06,Vente,223928.97900234108,Lyon,104.04222327864464,3.0,Maison,69001.0,1.4479871947406675,47.70224542069779,69
1145,2023A01145,2023-04-06,Vente,110121.16725917973,Marseille,36.74025254522207,3.0,Maison,13001.0,7.624252349325845,44.35130374239013,13
1146,2023A01146,2023-04-06,Vente,577791.6228051371,Paris,56.296161598234654,4.0,Maison,75001.0,3.857727763695536,51.015388635173935,75
1147,2023A01147,2023-04-06,Vente,258717.0540205936,Paris,23.354426675120692,5.0,Appartement,75001.0,6.117225800025972,42.872895142191105,75
1148,2023A01148,2023-04-06,Vente,238946.61319112792,Bordeaux,20.712483404684416,2.0,Maison,33000.0,7.959718400699714,,33
1149,2023A01149,2023-04-06,Vente,459584.6377881164,Nantes,73.56481040726298,3.0,Appartement,44000.0,2.3659078225583103,44.556062052280446,44
1150,2023A01150,2023-04-06,Vente,345723.59571528895,Strasbourg,22.364772852827755,4.0,Maison,67000.0,-1.4765100387830357,50.06567495042181,67
1151,2023A01151,2023-04-06,Vente,136328.03620671033,Strasbourg,48.71033536776473,5.0,Appartement,67000.0,7.283199789453548,43.372982234183766,67
1152,2023A01152,2023-04-07,Vente,257160.78285485273,Lyon,90.52696154725535,2.0,Appartement,69001.0,4.377096661211327,46.07742299267602,69
1153,2023A01153,2023-04-07,Vente,219454.41558641515,Montpellier,,1.0,Appartement,34000.0,7.678554008947112,43.93118159567208,34
1154,2023A01154,2023-04-07,Vente,94209.8732681954,Bordeaux,39.162014378118194,2.0,Appartement,33000.0,3.768105913025151,49.3351047570028,33
1155,2023A01155,2023-04-07,Vente,177341.80659371518,Paris,24.673959883726823,5.0,Appartement,75001.0,5.344341627371749,45.392703383628415,75
1156,2023A01156,2023-04-07,Vente,240355.84862019552,Nantes,70.43902421550973,3.0,Maison,44000.0,6.811079673691756,43.9430761464145,44
1157,2023A01157,2023-04-07,Vente,250453.7222954872,Lyon,106.81820720354729,3.0,Maison,69001.0,5.142466256305035,48.687929399074356,69
1158,2023A01158,2023-04-07,Vente,110267.12894189589,Marseille,39.20800600117466,1.0,Maison,13001.0,2.6456013045615707,,13
1159,2023A01159,2023-04-07,Vente,535523.1239025536,Lyon,36.53766223998,1.0,Maison,69001.0,1.4933958397206997,46.36908028885285,69
1160,2023A01160,2023-04-07,Vente,252391.86149723746,Toulouse,41.99493511726742,4.0,Maison,31000.0,5.956892153393136,45.633874739878806,31
1161,2023A01161,2023-04-07,Vente,274452.0507030848,Lyon,72.66096846329319,3.0,Appartement,69001.0,5.304219822822743,47.862868892918385,69
1162,2023A01162,2023-04-07,Vente,341254.89953975857,Marseille,100.91300441101167,3.0,Appartement,13001.0,0.1536714639239083,48.03228998266473,13
1163,2023A01163,2023-04-07,Vente,167234.82604023936,Toulouse,29.376545807380353,1.0,Appartement,31000.0,1.8288159852453525,48.11455948159875,31
1164,2023A01164,2023-04-08,Vente,352855.38716108265,Strasbourg,25.812505797912042,2.0,Appartement,67000.0,3.564382599748292,44.726667249329616,67
1165,2023A01165,2023-04-08,Vente,215293.00911508885,Nantes,175.91451397103495,4.0,Maison,44000.0,-4.1396982180377275,50.583461759016174,44
1166,2023A01166,2023-04-08,Vente,156693.77087064195,Bordeaux,49.96579173873328,2.0,Appartement,33000.0,-1.3558775108680918,44.17830938014487,33
1167,2023A01167,2023-04-08,Vente,378536.7708481447,Nantes,61.95735946335753,5.0,Appartement,44000.0,-1.3222771825937802,45.592592827816134,44
1168,2023A01168,2023-04-08,Vente,656714.2788503298,Lyon,38.630208718955686,1.0,Maison,69001.0,6.717040805412665,44.79650669255409,69
1169,2023A01169,2023-04-08,Vente,414528.7550837146,Strasbourg,,2.0,Appartement,67000.0,-0.2901055305971001,50.49388687188893,67
1170,2023A01170,2023-04-08,Vente,466860.8558696516,Bordeaux,88.23735834620514,,Appartement,33000.0,2.423321025033502,49.58965725380907,33
1171,2023A01171,2023-04-08,Adjudication,196343.63366189846,Lyon,63.427535801289174,5.0,Appartement,69001.0,6.061148130953697,49.43919304811561,69
1172,2023A01172,2023-04-08,Vente,102891.2786352549,Paris,130.37684158416772,2.0,Appartement,75001.0,-1.2018885806996344,42.34144872050105,75
1173,2023A01173,2023-04-08,Vente,656109.1972263255,Paris,46.36884107173436,4.0,Maison,75001.0,-2.9282851161708257,48.335924401833225,75
1174,2023A01174,2023-04-08,Vente,920533.7406139335,Marseille,47.87333953141042,3.0,Maison,13001.0,7.544169542657279,44.326408517132464,13
1175,2023A01175,2023-04-08,Vente,677174.3583214761,Strasbourg,61.295300474450315,1.0,Maison,67000.0,4.449473287633868,50.81614946330104,67
1176,2023A01176,2023-04-09,Vente,219372.9298578106,Montpellier,,2.0,Appartement,34000.0,-2.2514171758622057,46.97061239071209,34
1177,2023A01177,2023-04-09,Vente,134217.83545828698,Strasbourg,61.18937914229372,5.0,Appartement,67000.0,5.910336735960778,47.26938641231951,67
1178,2023A01178,2023-04-09,Vente,141575.77729507323,Montpellier,28.72570844731093,2.0,Maison,34000.0,,45.437048858445046,34
1179,2023A01179,2023-04-09,Vente,97710.1243353879,Nantes,63.83218837436979,4.0,Appartement,44000.0,6.1367719379386685,47.02322947626122,44
1180,2023A01180,2023-04-09,VEFA,251594.21959302266,Paris,45.28216324496056,6.0,Maison,75001.0,-0.9921002764912883,48.89768725109247,75
1181,2023A01181,2023-04-09,Vente,703207.1371620654,Toulouse,,1.0,Maison,31000.0,1.196961852039931,47.24489735603003,31
1182,2023A01182,2023-04-09,Vente,246471.69070921643,Toulouse,55.492119927117244,2.0,Appartement,31000.0,4.309656538997043,47.943113431046875,31
1183,2023A01183,2023-04-09,VEFA,321706.1210382923,Strasbourg,33.7587166922654,2.0,Appartement,67000.0,0.46147819271344304,46.45771908600304,67
1184,2023A01184,2023-04-09,Vente,612533.0496652974,Strasbourg,30.94787501292229,2.0,Appartement,67000.0,-3.6113534128534237,48.6043174543609,67
1185,2023A01185,2023-04-09,VEFA,210563.5555001651,Lyon,14.76508866117052,1.0,Appartement,69001.0,-2.7670881242579624,50.21611935037772,69
1186,2023A01186,2023-04-09,Vente,910108.2923832668,Strasbourg,,3.0,Maison,67000.0,3.0833415147373646,42.74925055921649,67
1187,2023A01187,2023-04-09,Vente,886695.264263548,Bordeaux,72.08641873958034,4.0,Maison,33000.0,0.2646361349024948,43.244209469998744,33
1188,2023A01188,2023-04-10,Vente,248036.99732726614,Toulouse,51.50186081499056,4.0,Appartement,31000.0,-4.431672326016711,48.33336020763011,31
1189,2023A01189,2023-04-10,Vente,189753.17764283728,Lyon,39.11039864201933,5.0,Appartement,69001.0,5.239052492596445,45.623798854381256,69
1190,2023A01190,2023-04-10,Vente,407722.8069791381,Montpellier,12.961505625413604,1.0,Appartement,34000.0,0.7921375334985443,44.77824225434361,34
1191,2023A01191,2023-04-10,Vente,217833.22683690413,Bordeaux,37.929742311603256,2.0,Appartement,33000.0,-0.5151300748366587,43.871620894468734,33
1192,2023A01192,2023-04-10,Vente,134063.2348864045,Strasbourg,,2.0,Local industriel,67000.0,4.561693573948961,47.339199235587294,67
1193,2023A01193,2023-04-10,Vente,578817.8958317116,Strasbourg,87.45174467396507,2.0,Appartement,67000.0,1.2798820011273229,45.3582850811974,67
1194,2023A01194,2023-04-10,Vente,556748.2447073301,Paris,75.27484361137074,1.0,Appartement,75001.0,,46.77005526978019,75
1195,2023A01195,2023-04-10,Vente,294580.31526398624,Lyon,59.09793469582098,3.0,Appartement,69001.0,-4.332384353758473,50.73533880828157,69
1196,2023A01196,2023-04-10,VEFA,125778.93334806174,Bordeaux,104.78777066664166,4.0,Appartement,33000.0,-4.380364551122729,48.97275528185917,33
1197,2023A01197,2023-04-10,VEFA,128320.23433424911,Marseille,46.327298554555966,6.0,Maison,13001.0,2.6107545162118013,49.30436764960555,13
1198,2023A01198,2023-04-10,Vente,286168.9280790495,Strasbourg,93.93419257089192,1.0,,67000.0,7.974092834702047,43.39294154695462,67
1199,2023A01199,2023-04-10,Vente,198804.5339028631,Nantes,45.047107616408944,4.0,Appartement,44000.0,-1.0410630784371837,45.15982680541264,44
1200,2023A01200,2023-04-11,Vente,218675.5144175749,Nantes,35.143136834867434,4.0,Maison,44000.0,4.172748176016775,43.23487215380124,44
1201,2023A01201,2023-04-11,Vente,495428.2866606437,Strasbourg,33.02099296914879,2.0,Local industriel,67000.0,-2.312329205135934,50.822984185355764,67
1202,2023A01202,2023-04-11,Vente,416610.7411881771,Marseille,32.06457343613648,1.0,Appartement,13001.0,-0.543332376637411,48.30325101317217,13
1203,2023A01203,2023-04-11,Vente,613469.3657438771,Toulouse,75.90890586942669,7.0,Maison,31000.0,-3.508448890964859,42.469257770037466,31
1204,2023A01204,2023-04-11,Vente,148097.4920540348,Nantes,37.661080526938385,4.0,Appartement,44000.0,6.686073131451925,46.48444243202599,44
